customer_id,customer_name,email,phone,address,area,pincode,registration_date,customer_segment,total_orders,avg_order_value
27038630.0,Megha Thakkar,zinalsarna@example.com,916726295759.0,"H.No. 81
Sama Street, Danapur-137828",Fatehpur,393286.0,2023-04-27,Regular,11.0,1307.28
1655637.0,Turvi Radhakrishnan,mpandit@example.org,919130065165.0,"H.No. 404, Bhalla Chowk
Visakhapatnam 048875",Ichalkaranji,548633.0,2023-09-17,Regular,19.0,723.95
75566105.0,Dipta Doctor,peterdhaliwal@example.org,912758132658.0,"586
Badami Zila, Madhyamgram-394655",Hyderabad,871594.0,2024-03-20,Regular,18.0,1432.53
23961725.0,Zayyan Buch,kalpithayre@example.net,913139982063.0,"71/67, Oommen Ganj, Purnia 250900",Bhiwandi,629210.0,2024-05-11,Regular,6.0,367.74
67749649.0,Oviya Mitra,aaravdugar@example.com,919890802849.0,"103, Mahajan Circle
Silchar 256345",Mira-Bhayandar,222577.0,2024-04-10,Inactive,11.0,281.16
61461253.0,Arin Setty,naidushivani@example.org,917060856166.0,"63/164, Kari Chowk
Moradabad 624164",Amravati,381991.0,2024-08-29,Inactive,4.0,789.5
30619659.0,Lohit Kalla,vincent81@example.com,914466575315.0,"58/882, Ramanathan
Nashik 371218",Kochi,400041.0,2024-09-18,Inactive,14.0,1992.42
50229203.0,Rushil Dhingra,htella@example.org,910837043539.0,"H.No. 99
Ravel Street
Avadi 655413",Tiruchirappalli,598757.0,2023-09-14,Regular,7.0,1731.87
13567338.0,Wahab Borah,bhattlakshit@example.com,912286009144.0,"H.No. 739, Dewan Marg
Jamshedpur 475311",Hubli–Dharwad,509163.0,2024-10-14,Premium,10.0,1054.12
7591711.0,Triya Kakar,xshetty@example.net,913247466748.0,"H.No. 65, Ratti Circle, Nellore-187667",Nagercoil,792550.0,2024-01-30,Regular,12.0,1494.0
22102079.0,Vrinda Lalla,balakrishnanyutika@example.net,917567554265.0,"H.No. 73
Gupta Road, Barasat 506282",Alwar,595920.0,2024-06-21,Premium,10.0,615.86
48910430.0,Janani Prasad,abhirambabu@example.com,918550270063.0,"149
Pall Path, Aurangabad-876025",Bardhaman,125846.0,2024-09-04,Premium,3.0,1474.04
27604184.0,Tripti Nadig,tmaster@example.com,918533188202.0,"04/18
Maharaj Zila
Pudukkottai 529324",Nandyal,279361.0,2023-10-06,New,9.0,1108.86
79672044.0,Jagdish Vora,hemangini55@example.com,915901330659.0,"92, Choudhury Ganj, Bhopal-000074",Hapur,964688.0,2023-12-17,New,8.0,1115.88
13461704.0,Zayan Ratta,shivansh35@example.com,914996250775.0,"33/78
Joshi Path, Ludhiana-975587",Nanded,770516.0,2024-04-04,Premium,4.0,1024.45
66135710.0,Zayan Thakkar,ranveer19@example.net,914797514705.0,"68/55, Bhattacharyya Zila, Coimbatore 134031",Ramgarh,352680.0,2023-11-28,New,6.0,308.63
50572914.0,Ishani Mukherjee,shivani15@example.net,916128520461.0,"H.No. 68, Gade Chowk
Siliguri-878991",Bihar Sharif,654429.0,2023-10-21,Regular,20.0,701.55
4386273.0,Jagrati Sengupta,pandeymahika@example.org,911622184828.0,"20, Jayaraman Zila
Khora -207127",Nandyal,494307.0,2024-06-26,Inactive,12.0,298.97
57537308.0,Ayush Buch,morejagdish@example.net,912414404228.0,"079
Goyal Zila, Bhiwani-715658",Jorhat,779981.0,2024-05-18,New,8.0,1641.88
34526442.0,Harita Chatterjee,gaurika82@example.com,911099088799.0,"H.No. 249, Malhotra
Ghaziabad-893659",Raipur,674102.0,2023-09-27,Regular,14.0,1956.45
67383024.0,Riya Kothari,chowdhuryimaran@example.net,917775061608.0,"648, Biswas Street, Jalandhar 957104",Kollam,436202.0,2024-04-10,Premium,14.0,1240.9
28350645.0,Alka Srinivasan,xtalwar@example.org,917083212594.0,"623, Bassi Chowk, Patiala-864851",Ratlam,360999.0,2024-01-12,Inactive,9.0,553.0
81940369.0,Nilima Chaudhuri,agrawalmugdha@example.com,912540363435.0,"H.No. 466, Bhavsar Nagar, Kalyan-Dombivli-115231",Nellore,522947.0,2024-02-24,Premium,10.0,316.79
89950235.0,Aarav Dayal,darsh33@example.net,912975749481.0,"H.No. 639
Chowdhury Path, Tadepalligudem-993818",Warangal,334280.0,2023-12-24,Premium,13.0,1179.29
88202341.0,Jagrati Dubey,vasatika03@example.net,916290915278.0,"470, Kibe Zila, Tirupati-332036",Kottayam,174979.0,2023-08-20,Inactive,9.0,644.06
41155125.0,Yahvi Doshi,daliaoviya@example.com,918695302072.0,"11
Kaul Path, Berhampore 085176",Tenali,82916.0,2024-04-22,Inactive,14.0,1454.3
46369552.0,Keya Modi,bbumb@example.org,917249134497.0,"49/76
Bansal Path, Bangalore-861073",Jaipur,688982.0,2024-09-16,Regular,17.0,456.51
48943848.0,Tarak Nair,atwalmeghana@example.org,914393489828.0,"145, Apte Street
Orai-869408",Patiala,993533.0,2024-06-21,Premium,13.0,245.46
39645619.0,Indira Jaggi,falaksunder@example.org,913217797684.0,"08/524
Toor Path, Imphal 250392",Maheshtala,740640.0,2023-06-17,Regular,13.0,1512.4
76917159.0,Hiral Arya,mason40@example.net,919423640425.0,"53/93, Saran Road, Sambhal 129176",Ludhiana,591173.0,2024-06-23,Premium,11.0,1777.83
72366758.0,Vedant Sengupta,xbarad@example.net,915548301513.0,"51/364, Dewan Path
Mumbai-975747",Ichalkaranji,228827.0,2023-11-19,Inactive,9.0,513.7
66140659.0,Omya Iyengar,ishanimaharaj@example.net,916881997869.0,"H.No. 51, Lanka Street
Bettiah 293595",Ongole,15696.0,2023-12-09,Premium,8.0,509.85
87457446.0,Yashodhara Sarraf,prabhudaksha@example.com,916371662776.0,"H.No. 80
Seshadri Chowk
Chittoor 085684",Katihar,525466.0,2024-07-02,Premium,7.0,1301.39
10830043.0,Gabriel Iyer,bbala@example.com,917749185958.0,"H.No. 369, Buch Circle, Jammu-963201",Hospet,548469.0,2023-10-15,New,9.0,899.6
97150234.0,Ishaan Brahmbhatt,madhavi33@example.com,917565232774.0,"997, Lala Path
Anantapuram-222697",Bihar Sharif,945899.0,2023-11-22,New,13.0,1527.55
72489544.0,Sanaya Joshi,gsampath@example.net,917642751322.0,"H.No. 551, Bava Chowk
Madurai-398541",Siwan,332066.0,2024-09-19,Inactive,17.0,1600.17
81352781.0,Brinda Bassi,jminhas@example.net,912401887733.0,"03/95, Virk Road
Satna 527580",Dehradun,455587.0,2024-02-27,Regular,4.0,564.55
88130777.0,Darsh Gupta,xdash@example.org,918488103744.0,"508
Brar Path, Machilipatnam 589416",North Dumdum,424291.0,2023-10-17,New,16.0,301.23
65294340.0,Jasmit Kota,arjunbandi@example.com,918690426482.0,"53/982, Pandya Marg
Anantapur-635508",Jamalpur,835263.0,2024-04-16,New,17.0,356.29
40387944.0,Chavvi Gill,qabil65@example.net,913771369246.0,"584, Mohanty Marg, Mirzapur-256533",Parbhani,373298.0,2024-03-15,Regular,10.0,569.91
91868185.0,Raghav Sathe,ekaniparmer@example.org,919502350382.0,"00/26, Chandra Chowk, Uluberia 117916",Srinagar,517675.0,2023-10-15,New,1.0,1657.84
31846190.0,Charan Choudhary,tristantank@example.org,913765675938.0,"23/56, Kadakia Marg
Patna-321511",Kolkata,264654.0,2024-09-08,New,4.0,1176.18
15529446.0,Pallavi Goda,samarthpandey@example.com,911060144223.0,"H.No. 264
Master Chowk, Patna-122382",Haridwar,665417.0,2023-10-10,Premium,9.0,854.35
20956158.0,Kashish Misra,issacjalsa@example.net,918164398862.0,"55/77
Nadkarni Zila
Machilipatnam 232117",Kavali,767570.0,2024-03-10,Premium,7.0,312.69
68159723.0,Yashvi Pathak,wallaarunima@example.org,916156322453.0,"866, Zachariah Zila
Madurai 896328",Orai,197279.0,2024-05-21,New,6.0,1214.62
48554440.0,Rohan Ganesan,bhavika36@example.net,919450531493.0,"27/72
Raj Chowk, Bhiwani-471346",Malegaon,231443.0,2024-03-28,Regular,17.0,1354.99
966247.0,Jeevika Deo,sbalasubramanian@example.net,914778660685.0,"894, Chanda Road
Kamarhati 134874",Junagadh,410259.0,2023-11-16,Inactive,13.0,1110.76
40015980.0,Dipta Deshmukh,dugarpooja@example.org,919603818038.0,"96/245, Karnik Street
Bijapur-598528",Katni,118043.0,2023-06-28,New,18.0,1031.91
63262519.0,Benjamin Balakrishnan,nkaran@example.com,912022513666.0,"H.No. 08
Kalla Road
Udupi 906901",Karaikudi,681242.0,2024-02-21,Regular,10.0,607.45
81763298.0,Laban Kumar,xhanda@example.com,917218237156.0,"71
Chadha Marg, Tezpur 405760",Ichalkaranji,469063.0,2023-07-29,Premium,1.0,1747.14
49985597.0,Neel Rastogi,rachana02@example.net,910963742438.0,"27/024, Kumer Circle, Kurnool-562150",Kishanganj,147502.0,2024-08-06,Regular,3.0,775.73
21282544.0,Warda Basak,lchoudhary@example.net,919755371641.0,"413
Kakar Road
Ujjain 345914",Jaunpur,808063.0,2024-08-28,Regular,16.0,657.98
78868716.0,Sai Chhabra,mahika95@example.net,912345303128.0,"H.No. 581
Prabhakar Road, Morena 912519",Madhyamgram,179333.0,2023-12-10,Inactive,5.0,1774.41
30733165.0,Gaurang Grewal,gramesh@example.org,916506983114.0,"94/94, Hayer Ganj, Dhanbad-672298",Ujjain,119364.0,2024-05-10,Inactive,10.0,1609.11
78678612.0,Kritika Padmanabhan,divyaluthra@example.com,919528247423.0,"H.No. 71
Shroff Nagar, Bellary-820754",Mehsana,505469.0,2024-06-20,Premium,1.0,795.06
48511124.0,Girish Shankar,aggarwalhenry@example.org,912703776064.0,"H.No. 39, Sekhon Street, Sagar 312966",Korba,315557.0,2023-05-15,Inactive,10.0,1076.14
26412689.0,Yadavi Rastogi,hemanimander@example.net,915932940928.0,"H.No. 486, Chaudhary Road
Gangtok-942061",Bahraich,693005.0,2024-06-13,Regular,1.0,1700.46
26303194.0,Janaki Parsa,bhargavanachiket@example.org,911394026169.0,"49
Varghese Road, Raichur-972279",Pali,544786.0,2023-04-29,Premium,18.0,1045.94
93735495.0,Urvi Prasad,sanyathaman@example.org,914690237071.0,"H.No. 537, Solanki Nagar, Adoni-229163",Jehanabad,984732.0,2023-05-23,Regular,7.0,871.15
8395610.0,Ranveer Subramanian,gourkeya@example.org,919565623211.0,"892, Shukla Path
Nandyal 578526",Erode,820741.0,2024-03-23,Inactive,18.0,294.53
41640262.0,Vihaan Gola,samesh12@example.com,913681309390.0,"708
Rao Nagar
Gandhidham-720600",Ulhasnagar,275919.0,2023-08-17,Inactive,9.0,1805.87
60618999.0,Lopa Vig,dalbir15@example.org,916107809027.0,"551, Sawhney Road
Satna 010828",Pudukkottai,596613.0,2024-07-28,Regular,15.0,1631.96
77220027.0,Aryan Krish,agatedaksh@example.com,912081733998.0,"18/938, Pai Marg
Aurangabad 807716",Coimbatore,387538.0,2023-12-11,Premium,16.0,551.81
32019725.0,Tarak Rout,nitarabatta@example.net,918312294019.0,"H.No. 952, Munshi Zila
Pondicherry 250063",Panchkula,791364.0,2024-01-19,Premium,19.0,1169.96
38709137.0,Neha Gade,lmahal@example.com,917282970070.0,"34/477, Bali Ganj, Udaipur 580186",Mau,855661.0,2023-07-07,Inactive,18.0,1307.64
11540364.0,Jonathan Virk,wiyer@example.net,919470187869.0,"H.No. 14, Bir Path
Ujjain 314070",Firozabad,94033.0,2024-09-24,New,20.0,517.32
59207798.0,Chakrika Bhargava,omlopa@example.org,912674586312.0,"18
Master Zila
Miryalaguda 319766",Ballia,78765.0,2023-07-02,Premium,4.0,1441.64
10797688.0,Sudiksha Mannan,janigauri@example.net,911173858493.0,"782, Golla Ganj
Kottayam-979207",Bathinda,220981.0,2023-05-22,New,7.0,1017.39
88965399.0,Darsh Sura,yachanabalakrishnan@example.net,915674743154.0,"H.No. 599
Menon Path, Kalyan-Dombivli 164642",Guntur,563500.0,2024-05-28,Regular,3.0,1144.21
10608845.0,Aadi Gole,vbalan@example.com,918797630971.0,"69/876, Varughese Path
Tadipatri 100656",Bhilwara,702163.0,2024-03-29,Premium,2.0,735.36
28603182.0,Karan Narayan,zaid12@example.net,915668029297.0,"470
Ravi Ganj, Ulhasnagar-033422",South Dumdum,663469.0,2024-08-02,New,11.0,490.13
1152215.0,Yachana Pathak,chakradevnigam@example.org,912968749008.0,"067, Rao Street
Motihari 908674",Dhanbad,251590.0,2024-05-27,Inactive,2.0,1637.43
24357425.0,Wriddhish Munshi,nazaretharin@example.net,919235521021.0,"H.No. 36, Dani Nagar, Madurai-481558",Farrukhabad,399792.0,2024-07-17,Inactive,6.0,798.18
93924203.0,Xalak Goyal,iyengaryashoda@example.net,919121320359.0,"H.No. 86
Bath Path, Aligarh 524302",Jorhat,23557.0,2023-04-21,Premium,18.0,1360.15
61406908.0,Harrison Mistry,abhimanyu55@example.org,918553078964.0,"H.No. 08, Deo
Aizawl-412973",Deoghar,365307.0,2023-12-24,Regular,1.0,458.39
78841932.0,Bhavani Rai,varkeyalexander@example.com,915276737008.0,"H.No. 104
Tak Ganj, Bhatpara 028985",Guna,907803.0,2024-04-19,Inactive,4.0,979.63
67310893.0,Idika Patla,arya77@example.org,917710512882.0,"91/165, Dewan Circle
Ajmer-980052",Chennai,286135.0,2024-04-10,New,19.0,1592.94
666589.0,Kevin Bassi,jainchandani@example.net,912286568717.0,"25/224
Soni Ganj
Visakhapatnam-398942",Morbi,852969.0,2023-07-31,Regular,15.0,465.38
73639935.0,Urvi Deo,talwargautami@example.com,910653605570.0,"12/820, Radhakrishnan Ganj
Aligarh-496495",Medininagar,528705.0,2023-09-21,Inactive,10.0,360.91
51592174.0,Jasmit Sura,anusha59@example.com,912105350444.0,"H.No. 821, Barman Street
Bhagalpur 755691",Secunderabad,271886.0,2023-08-11,New,2.0,794.83
12338529.0,Rishi Nayak,yash47@example.org,911626035168.0,"59/031
Kohli Road, Bhilwara 572342",Bangalore,448389.0,2024-10-03,New,11.0,347.1
81757554.0,Yagnesh Nadkarni,srinivasnisha@example.net,919948703080.0,"46/12, Dash Street, Ujjain 348748",Shimoga,591693.0,2024-04-18,Premium,12.0,1815.02
95372766.0,Hitesh Morar,ikbalwagle@example.org,913522324064.0,"06
Dixit
Bahraich 227315",Latur,609032.0,2024-01-15,Regular,9.0,629.05
28111842.0,Charles Kannan,amrita30@example.org,915274016671.0,"55
Setty Ganj
Bijapur-974804",Tirunelveli,734693.0,2024-09-09,Premium,8.0,1892.45
27878182.0,Qabil Lata,aarnav41@example.com,910674077181.0,"76/44, Lata
Jhansi-232629",Thoothukudi,474639.0,2023-03-30,Inactive,1.0,1023.51
27353891.0,Gabriel Ahluwalia,tahuja@example.com,917146866075.0,"295, Varty
Jabalpur-431897",Parbhani,889940.0,2023-06-25,Premium,20.0,1110.61
19179897.0,Tarak Nagi,dasoliver@example.net,917958910560.0,"H.No. 031
Subramaniam Street
Tezpur 787717",Orai,757209.0,2023-08-14,Premium,18.0,1491.58
63630649.0,Indira Golla,atikhanna@example.org,912942586703.0,"44/45
Kamdar Path, Mumbai 535037",Vijayawada,178528.0,2023-09-02,Premium,8.0,1626.79
16359370.0,Harsh Gaba,zayan66@example.org,919244843255.0,"H.No. 384
Yohannan Chowk, Nanded-222053",South Dumdum,945900.0,2023-12-05,Premium,1.0,1352.7
92123198.0,Diya Munshi,garimadutt@example.com,916233788456.0,"H.No. 86
Rastogi Road
Tiruchirappalli 971518",Bidar,505894.0,2023-08-30,Regular,8.0,224.01
77306672.0,Bina Seshadri,qsaha@example.com,919226071144.0,"58
Balay Nagar, Berhampore 873691",Motihari,249750.0,2024-09-16,Regular,20.0,456.24
67696145.0,Isaac Rattan,yuvrajkant@example.net,919860704868.0,"79/94, Kuruvilla Road, Bihar Sharif-023568",Bettiah,523966.0,2023-06-06,Regular,18.0,482.94
29902416.0,Falak Choudhry,gautampandit@example.org,919002751510.0,"08/63
Bhatt Path
Khammam-521999",Tenali,401415.0,2023-07-17,Inactive,18.0,1010.11
11446157.0,Nidhi Borra,upadhriti34@example.org,911548720905.0,"99/071, Dua Street, Sultan Pur Majra-817622",Shimoga,681393.0,2024-09-18,Inactive,8.0,400.97
84377964.0,Saumya Babu,palleta@example.com,919610745850.0,"49, Deol Nagar, Khammam 908157",Tezpur,257432.0,2024-10-24,Inactive,13.0,1458.37
12591752.0,Zilmil Krishna,ukant@example.org,918759648216.0,"116, Korpal Ganj
Junagadh 903149",Singrauli,711091.0,2023-05-28,Inactive,14.0,740.4
4940671.0,Sarthak Doshi,fariq53@example.org,910560446881.0,"42, Mand Nagar
Kolkata-949731",Silchar,431653.0,2024-06-17,Inactive,7.0,494.03
88111697.0,Ronith Rajagopal,hemalkala@example.org,919594249087.0,"68/88
Bhargava Marg, Rajahmundry-132192",Ballia,413102.0,2024-01-30,Regular,4.0,1731.14
98241853.0,Lila Mangal,reddydamini@example.com,911819094177.0,"99/06
Kala Zila
Gandhidham 366062",Vellore,575103.0,2024-04-25,Premium,19.0,1203.76
75482.0,Jeet Gandhi,amrita05@example.net,916683687947.0,"95/861, Jaggi, Sikar-343285",Korba,298093.0,2024-09-19,Regular,13.0,1938.38
6291143.0,Banjeet Oak,abhatia@example.com,917842043541.0,"56/942
Rajan Road
Mysore 031754",Yamunanagar,135844.0,2023-08-05,Inactive,19.0,1934.37
20209237.0,Anthony Ratti,aryan46@example.com,919343589933.0,"44/934, Varma Marg
Thiruvananthapuram-851021",Shimoga,467793.0,2024-02-11,Regular,19.0,1121.1
85435560.0,Viraj Nair,krishnavedhika@example.org,918573659769.0,"32/80
Rajan Zila, Anantapur 869770",Ludhiana,660678.0,2024-07-28,Inactive,8.0,1309.0
68063317.0,Reva Rajagopal,lavanya06@example.com,915914922675.0,"95, Bahl Zila
Kirari Suleman Nagar-350381",Muzaffarnagar,732932.0,2024-10-21,Inactive,4.0,1316.23
82594354.0,Harinakshi Sule,ocontractor@example.net,919987025776.0,"H.No. 608
Dhawan Ganj
Nizamabad 291392",Avadi,345071.0,2024-01-04,Regular,7.0,321.8
51040116.0,Inaya Pillai,wyattsavant@example.com,912195862964.0,"77
Mistry Ganj, Unnao-632141",Berhampur,595645.0,2023-11-14,Regular,11.0,783.03
78053306.0,Meera Naik,sdeo@example.org,915474543951.0,"96/063
Aggarwal Ganj, Kozhikode 808109",Visakhapatnam,436981.0,2024-06-27,Inactive,6.0,1037.09
66761643.0,Samuel Mukherjee,wriddhishwagle@example.net,915802972983.0,"63
Goel Zila
Ichalkaranji 944267",Anand,695591.0,2023-05-07,Regular,20.0,1432.01
81932548.0,Baghyawati Gill,vaishnaviagrawal@example.com,914157659941.0,"227
Panchal Ganj, Raiganj 028467",Etawah,439705.0,2024-10-31,Premium,12.0,1508.41
19682060.0,Hamsini Swamy,vedhikasawhney@example.net,917542713658.0,"14/652
Ganesan Nagar, Patna-892135",Jehanabad,273810.0,2024-02-12,Inactive,4.0,850.2
1719710.0,Pushti Sabharwal,ramachandranharini@example.com,913657008587.0,"49, Halder Circle, Dindigul-895174",Giridih,798390.0,2023-06-26,New,2.0,1332.82
74195536.0,Champak Chhabra,ishanviratti@example.org,917254004313.0,"21/29
Yohannan, Ambarnath-175439",Amaravati,861407.0,2024-10-09,Premium,5.0,650.62
15534747.0,Oviya Luthra,edhar@example.org,913346867550.0,"H.No. 51, Mahajan Street
Dehradun 313062",Kadapa,76910.0,2023-09-19,Inactive,15.0,362.34
95558510.0,Ekaraj Halder,jairaj73@example.com,910597301955.0,"59, Raj, Tenali 078584",Bhind,565088.0,2023-06-25,Inactive,5.0,466.28
767523.0,Maya Khosla,khannaijaya@example.org,918702216695.0,"H.No. 10
Venkatesh Street, Kakinada 570578",Vasai-Virar,375272.0,2023-05-27,Inactive,13.0,1737.28
55056284.0,Devika Lal,kamdarkalpit@example.com,911917523704.0,"H.No. 812, Iyengar Path
Jaunpur 333582",Ichalkaranji,969027.0,2024-05-13,Inactive,11.0,373.44
86167288.0,Rachana Rajagopal,cratta@example.net,918164279226.0,"H.No. 292
Baral Nagar
Bettiah-410932",Nagpur,155646.0,2023-08-14,Inactive,1.0,1049.94
96511007.0,Hema Mannan,minhasria@example.net,914841825600.0,"25/07
Sarraf Ganj
Ajmer-104308",Dindigul,470156.0,2024-06-26,New,14.0,1243.4
31084686.0,Jai Ramaswamy,ylad@example.net,914211350551.0,"60/650, Yogi Road
Baranagar 657937",Aurangabad,587018.0,2024-06-20,Regular,4.0,893.55
99594960.0,Amaira Tak,inarang@example.net,918945188793.0,"14/029
Rajan
Shimoga-387010",Madanapalle,446417.0,2023-06-12,Inactive,16.0,1475.23
53815931.0,Praneel Sekhon,dalbirganguly@example.org,912760371239.0,"06, Bedi, Sonipat-496094",Jaipur,663082.0,2023-07-19,Inactive,17.0,1739.94
21597477.0,Mugdha Chaudhuri,varshadate@example.net,914449713252.0,"H.No. 85, Johal Path, Nadiad 338564",Bhopal,801132.0,2023-09-21,Inactive,18.0,246.42
243838.0,Sudiksha Nagar,chandanikrish@example.net,913688907644.0,"H.No. 58
Cherian Zila
Dhule 851724",Visakhapatnam,865844.0,2024-05-16,New,11.0,1158.27
15484407.0,Saksham Kaur,nathmohammed@example.net,912436260247.0,"45, Gera Path, Medininagar-812341",Kakinada,457519.0,2024-06-11,Premium,18.0,560.95
21677923.0,Lipika Mukhopadhyay,masonnayar@example.net,915843023006.0,"045
Nath Circle, Nagpur-291495",Kakinada,247798.0,2023-07-18,New,17.0,465.55
24845814.0,Harshil Shukla,vedhikavora@example.net,914481465069.0,"H.No. 189
Brahmbhatt
Shimoga 947864",Raipur,46092.0,2023-03-31,Regular,17.0,423.79
99893898.0,Vedant Master,forumwable@example.com,916100269271.0,"123, Manda Circle, Dehradun 286985",Berhampore,893327.0,2023-11-22,New,16.0,365.4
95856869.0,Bahadurjit Ratta,dinradhika@example.org,914932348174.0,"H.No. 031, Lala Nagar, Nandyal 203236",Tirupati,650085.0,2024-03-08,New,12.0,531.83
40275138.0,Eiravati Thaker,umangbabu@example.net,913593061474.0,"14/926
Goswami Nagar
Bhiwani-379094",Bathinda,833704.0,2024-01-05,Inactive,18.0,1468.32
12814732.0,Janya Soni,shenoyharita@example.net,917962909548.0,"054
Acharya Ganj, Dhanbad 214980",Karaikudi,768626.0,2023-05-26,Regular,8.0,1473.36
4057678.0,Brijesh Khalsa,rrai@example.org,919640449299.0,"96/44, Bhargava
Bikaner 112116",Kadapa,383118.0,2023-05-27,Inactive,19.0,882.63
46682777.0,Simon Parekh,vigekiya@example.org,915321666790.0,"22
Balay Road
Thanjavur 478790",Medininagar,705746.0,2024-07-02,Inactive,10.0,600.09
10562528.0,Udant Dada,odika72@example.com,916268234175.0,"H.No. 19, Taneja Ganj, Malda-646819",Udaipur,579690.0,2024-07-11,Premium,12.0,887.02
31978160.0,Kiaan Khare,januja42@example.net,913690372079.0,"H.No. 76, Sharma Zila
Bharatpur 622055",Saharanpur,506540.0,2024-05-01,New,8.0,1881.61
14207332.0,Ucchal Uppal,epandya@example.com,910556108847.0,"88, Contractor
Silchar 827375",Aligarh,571862.0,2024-01-03,Regular,18.0,1263.17
76019750.0,Omisha Balan,advaithsahota@example.com,914087964632.0,"91, Uppal Path
Guwahati 827046",Thiruvananthapuram,320360.0,2024-01-04,New,20.0,310.83
36833857.0,Omya Banik,jeet65@example.org,914224626112.0,"19
Dada Marg, Hajipur-162049",Silchar,319422.0,2024-02-26,Premium,7.0,1882.18
84275450.0,Frederick Sem,ucchalsingh@example.com,919792106665.0,"50/504
Sha Zila
Agra-731162",Nellore,809285.0,2024-03-10,Premium,17.0,239.05
6367136.0,Yashica Jayaraman,kmane@example.org,910288989871.0,"47/70
Kalita Road
Jalgaon-197155",Rohtak,337064.0,2024-02-17,Regular,18.0,1662.44
27049432.0,Mitali Shankar,sahotaudarsh@example.net,917330361553.0,"91/62
Chandra, Ambala-225973",Nagaon,68240.0,2023-07-08,Premium,1.0,1866.16
69863493.0,Yashica Madan,jsehgal@example.com,914102629181.0,"36, Rau Circle
Meerut-833400",Junagadh,342288.0,2023-06-09,Regular,6.0,1620.01
35349582.0,Raksha Kalla,qvohra@example.net,911616073929.0,"159, Sahni Circle, Panihati 063296",Bhilai,563148.0,2024-01-28,Premium,6.0,932.85
20148223.0,Manbir Dua,schar@example.org,910841775043.0,"H.No. 573, Comar Road, Proddatur-125060",Kamarhati,675142.0,2023-05-26,Inactive,5.0,599.99
46684081.0,Darika Hans,shahaarna@example.com,910111026662.0,"223, Jani Road
Hindupur 177571",Ghaziabad,519748.0,2023-04-01,Premium,11.0,1225.01
49795571.0,Rajata Agrawal,charvikurian@example.net,912035357315.0,"43/482
Munshi Zila, Khandwa 356038",Loni,73093.0,2024-03-08,Premium,13.0,401.72
44935198.0,Chakrika Divan,wazirpandit@example.org,918262249067.0,"80/85, Thakkar Circle, Bikaner 110079",Tumkur,112464.0,2023-12-05,New,14.0,973.32
74515162.0,Aarnav Parsa,miteshvarghese@example.org,910175896842.0,"72
Koshy, Pali 271238",Durgapur,233703.0,2024-08-19,New,10.0,1605.13
54885705.0,David Date,ojasvisandhu@example.com,915698167849.0,"74/94, Badal Nagar, Jalna 695558",Amritsar,359792.0,2024-03-30,Premium,13.0,432.05
96793479.0,Abhimanyu Venkataraman,wramakrishnan@example.com,916421168105.0,"70, Wali Marg, Saharanpur-050662",Ambarnath,540050.0,2024-08-23,Inactive,18.0,1185.01
87335844.0,Chandran Chakraborty,nborah@example.com,917358385469.0,"218
Bedi Chowk, Nangloi Jat 363286",Shivpuri,133563.0,2023-06-29,Premium,11.0,1770.89
67340606.0,Onkar Arya,lekharadhakrishnan@example.org,919744838836.0,"H.No. 08, Goda Street
Madurai 153185",Tirunelveli,991020.0,2024-06-20,Premium,6.0,263.58
72667140.0,Neelima Raj,benharrison@example.net,913425966061.0,"00/569
Hayer Street, Srinagar 199551",Mysore,827748.0,2023-07-30,Premium,9.0,1106.22
